,x,y,t,xE,yE
0,2321.4669540229884,1627.7902298850574,0.0,7.549762113033984,7.555291740262992
1,1767.4548192771085,649.8765060240963,1.0,6.290488682042557,9.162675851299543
2,2752.8356481481483,2125.8611111111113,2.0,6.361292637848728,5.409967367145595
3,2679.383360522023,1803.8075040783035,3.0,7.366972533023592,6.653052566474071
4,2461.3075780089152,1787.3833580980684,4.0,9.762204717137843,7.705490372981496
5,2556.3840490797547,1512.3754601226995,5.0,8.199116564564074,7.963652798344588
6,2130.5582191780823,1233.554794520548,6.0,9.793066157944548,9.203580915605999
7,1904.7301587301588,644.4888888888889,7.0,5.743751191737201,4.989102763471576
8,1444.7142857142858,899.5285714285715,8.0,2.710523708715754,2.6061544114511963
9,2655.973474801061,2208.498673740053,9.0,5.794384629173091,5.232587478087262
10,1823.1144278606964,729.2313432835821,10.0,5.088455453427135,6.6087318001666935
11,2354.592964824121,1675.8643216080402,11.0,3.5571642980025198,4.558572841233271
12,1784.4097995545658,657.3741648106904,12.0,4.76545589561025,7.996538826964126
13,2168.8939393939395,1302.4545454545455,13.0,2.1959245162744985,2.469092694246688
14,1909.927536231884,657.5884057971015,14.0,5.827766720137263,5.320878652293262
